GeneSymbol	NumberPerfect	NumberImperfect	RejectPerfect	RejectPerfectNotes	RejectImperfect	RejectImperfectNotes. In cases where F=/, this lists acceptable forms.
GCH1	40	1				
GCHFR	3	0				
GCK	37	0				
GCKR	8	0				
GCLC	21	10				
GCLM	6	16				
GCM1	31	13				
GCNA	1	0				
GCNT1	1	0				
GCNT2	3	0				
GCNT3	5	1				
GCSAM	0	3				
GCSH	3	0				
GDA	105	12	x	Gastroduodenal artery	x	
GDAP1	9	0				
GDAP2	45	0				
GDE1	1	0				
GDF1	1	0				
GDF10	2	0				
GDF11	9	1				
GDF15	58	3				
GDF2	3	0				
GDF3	1	0				
GDF5	14	0				
GDF6	2	0				
GDF7	2	0				
GDF9	18	0				
GDI1	5	0				
GDI2	9	0				
GDNF	221	8				
GDPD2	4	0				
GDPD5	1	0				
GEM	477	333	x		x	
GEMIN2	1	1				
GEMIN4	1	3				
GEMIN5	0	16				
GEMIN6	0	1				
GEMIN7	1	1				
GEMIN8	1	1				
GEN1	19	13				
GET1	2	4				
GET3	0	48				
GET4	0	35				
GFAP	1792	15				
GFI1	7	4				
GFM1	2	0				
GFRA1	10	1				
GFRAL	1	0				
GFY	0	1				
GGA1	18	0				
GGA2	6	0				
GGA3	11	0				
GGACT	5	0	x	motif		
GGCT	4	0	x	motif		
GGCX	12	0				
GGH	12	0	x			
GGN	29	2	x		x	
GGPS1	3	0				
GGT1	11	0				
GGT2	6	0				
GGT5	3	0				
GGT6	1	0				
GGT7	1	0				
GGTLC1	1	0				
GGTLC2	1	0				
GGTLC3	1	0				
GH1	39	0				
GH2	6	0				
GHDC	1	0				
GHITM	73	6				
GHR	59	4				
GHRH	95	0				
GHRHR	9	0				
GHRL	0	2				
GHSR	17	17				
GIGYF2	2	0				
GIMAP5	0	10				
GIN1	1	1				
GINS1	2	0				
GINS2	2	0				
GINS3	1	0				
GIP	337	1			x	
GIPC1	15	0				
GIPC3	3	0				
GIPR	9	0				
GIT1	21	0				
GIT2	6	0				
GJA1	19	4				
GJA3	0	2				
GJA4	10	0				
GJA5	5	0				
GJA9	1	0				
GJB1	30	0				
GJB2	38	2				
GJB3	11	0				
GJB4	2	0				
GJB5	4	0				
GJB6	6	3				
GJC2	7	0				
GJD2	1	0				
GK	57	7	x			
GK2	4	2				
GKN1	15	0				
GKN2	2	0				
GLA	259	70	x		x	
GLB1	15	3				
GLCCI1	7	0				
GLCE	1	0				
GLDC	98	0				
GLE1	5	6				
GLG1	16	0				
GLI1	78	146				
GLI2	10	23				
GLI3	16	11				
GLI4	0	1				
GLIPR1L1	73	19				
GLIPR2	1	0				
GLIS2	1	0				
GLIS3	2	0				
GLMN	4	0				
GLO1	15	20				
GLP1R	28	3				
GLP2R	10	0				
GLRA1	3	0				
GLRB	3	2				
GLRX	2	8				
GLRX2	3	1				
GLRX3	1	0				
GLRX5	2	0				
GLS	210	31	x		x	
GLS2	0	1				
GLT6D1	2	0				
GLTP	2	0				
GLUD1	9	0				
GLUD2	1	1				
GLUL	22	2				
GLYAT	1	0				
GLYCAM1	0	1				
GLYCTK	5	0				
GM2A	8	0				
GMDS	8	2	x		x	
GMFB	1	0				
GMIP	3	0				
GML	205	172	x	glycerol monolaurate	x	
GMNN	1	0				
GMPPB	9	1				
GMPR	2	0				
GMPR2	1	0				
GMPS	9	77			x	
GNA11	11	3				
GNA12	4	0				
GNA13	11	0				
GNAI1	2	0				
GNAI2	7	3				
GNAI3	6	0				
GNAL	0	3			x	
GNAO1	7	0				
GNAQ	14	0				
GNAS	46	1				
GNAT1	3	0				
GNAT3	1	2				
GNAZ	1	0				
GNB1	8	0				
GNB1L	1	0				
GNB2	1	0				
GNB3	15	0				
GNB4	6	1				
GNB5	1	0				
GNE	94	16				
GNG10	1	0				
GNG11	1	0				
GNG13	3	1				
GNG2	1	0				
GNG7	1	1				
GNG8	3	0				
GNGT1	3	0				
GNL1	3	0				
GNL3	3	0				
GNL3L	3	0				
GNLY	34	0				
GNMT	4	0				
GNPAT	1	0				
GNPTAB	79	0				
GNPTG	5	0				
GNRH1	2	4				
GNRH2	0	3				
GNRHR	4	25				
GNS	81	77	x		x	
GOLGA1	4	0				
GOLGA2	10	0				
GOLGA3	5	0				
GOLGA4	1	2				
GOLGA5	2	0				
GOLGA7	6	0				
GOLGA7B	1	0				
GOLGA8B	2	0				
GOLGB1	3	0				
GOLIM4	4	0				
GOLPH3	37	0				
GON4L	0	9				
GOPC	37	0				
GORAB	1	0				
GORASP1	4	0				
GORASP2	3	1				
GOSR1	3	0				
GOSR2	6	0				
GOT1	12	0				
GOT2	23	2				
GP1BA	3	0				
GP1BB	3	0				
GP2	1521	76				
GP5	1120	173				
GP6	23	20				
GP9	4	26				
GPA33	0	1				
GPAA1	2	0				
GPAM	6	0				
GPAT2	0	1				
GPAT3	1	0				
GPAT4	3	0				
GPATCH2L	3	0				
GPATCH3	2	0				
GPBAR1	14	0				
GPC1	10	6				
GPC2	1	0				
GPC3	129	9				
GPC4	2	2				
GPC5	5	1				
GPC6	1	0				
GPD1	29	1				
GPD1L	4	0				
GPD2	17	0				
GPER1	5	0				
GPI	769	76	x	glycosylphosphatidylinositol	x	
GPIHBP1	1	0				
GPLD1	2	2				
GPM6A	9	0				
GPM6B	36	0				
GPN1	2	0				
GPN3	1	0				
GPNMB	142	14				
GPR1	1	0				
GPR107	1	0				
GPR119	15	0				
GPR12	1	0				
GPR132	7	0				
GPR137	1	0				
GPR146	1	0				
GPR15	5	0				
GPR157	1	0				
GPR17	20	1				
GPR171	3	0				
GPR18	4	1				
GPR180	1	0				
GPR182	1	0				
GPR183	3	0				
GPR3	2	0				
GPR32	8	0				
GPR34	2	8				
GPR35	8	0				
GPR37	1	0				
GPR37L1	2	0				
GPR39	4	0				
GPR4	8	0				
GPR42	1	1				
GPR50	2	0				
GPR55	18	0				
GPR6	1	0				
GPR65	16	0				
GPR68	2	0				
GPR75	1	0				
GPR78	9	0				
GPR82	1	0				
GPR83	4	2				
GPR84	26	13				
GPR87	1	0				
GPR89B	1	0				
GPRASP1	1	0				
GPRC5A	0	3				
GPRC5D	1	0				
GPRC6A	0	1				
GPRIN2	2	0				
GPS2	3	0				
GPSM1	1	0				
GPT	344	113		Messy		
GPT2	12	0				
GPX1	88	64				
GPX2	9	10				
GPX3	24	11				
GPX4	42	9				
GPX5	3	2				
GPX6	3	2				
GPX7	6	0				
GPX8	1	1				
GRAMD4	1	0				
GRAP	3	3			x	
GRAP2	1	1				
GRB10	8	23				
GRB14	2	0				
GRB2	109	108				
GRB7	2	7				
GREB1	19	0				
GREM1	9	3				
GREM2	0	1				
GRHL1	1	0				
GRHL2	1	0				
GRHL3	2	0				
GRIA1	4	0				
GRIA2	4	0				
GRIA3	1	0				
GRID2	1	1				
GRIFIN	15	1			x	
GRIK1	8	0				
GRIK2	12	0				
GRIK4	1	0				
GRIK5	0	2				
GRIN1	6	1				
GRIN2A	9	0				
GRIN2B	20	0				
GRIN3A	3	1				
GRIN3B	1	0				
GRINA	4	0				
GRIP1	25	2				
GRIPAP1	2	0				
GRK1	4	0				
GRK2	238	0				
GRK3	15	0				
GRK4	8	0				
GRK5	27	0				
GRK6	8	0				
GRM1	3	1				
GRM3	5	0				
GRM4	1	0				
GRM5	2	2				
GRM6	0	1				
GRM7	5	0				
GRM8	3	0				
GRN	223	9	x	garenoxacin		
GRP	207	87			x	
GRPR	50	9				
GRSF1	1	0				
GRXCR1	2	0				
GRXCR2	1	0				
GSAP	2	0	x	Genome Sequence Analysis Pipeline		
GSC	158	0	x			
GSC2	1	0				
GSDMA	24	0				
GSDMB	41	0				
GSDMC	1	0				
GSDMD	111	0				
GSDME	3	0				
GSE1	0	12				
GSEC	9	0	x	tool		
GSK3A	4	4				
GSK3B	56	45				
GSN	47	5				
GSPT1	0	1				
GSR	92	1				
GSS	146	5	x	messy	x	
GSTA1	27	0				
GSTA2	20	6				
GSTA3	2	0				
GSTA4	9	2				
GSTA5	1	0				
GSTCD	1	0				
GSTK1	8	0				
GSTM1	299	2				
GSTM2	2	1				
GSTM3	7	0				
GSTM4	1	0				
GSTM5	1	0				
GSTO1	17	23				
GSTO2	1	0				
GSTP1	139	1				
GSTT1	117	2				
GSTT2	1	0				
GSTTP2	1	0				
GSTZ1	4	1				
GTDC1	1	0				
GTF2B	2	1				
GTF2E1	0	1				
GTF2F2	1	0				
GTF2H2	1	2				
GTF2H5	1	0				
GTF2I	2	2				
GTF3C2	4	0				
GTPBP1	10	0				
GTPBP3	5	0				
GTSE1	2	0				
GUCA1A	1	0				
GUCA2A	1	0				
GUCY1A1	2	0				
GUCY1B1	2	0				
GUCY2C	5	5				
GUCY2D	4	0				
GUK1	4	0				
GUSB	68	18				
GVINP1	2	0				
GYG1	12	0				
GYG2	9	0				
GYPA	56	0				
GYPB	25	0				
GYPC	12	0				
GYPE	4	0				
GYS1	14	2				
GYS2	14	0				
GZMA	68	25				
GZMB	51	102				
GZMH	7	2				
GZMK	17	17				
GZMM	4	1				
Gray	5	0				
H1-1	1	0				
H1-3	5	1				
H1-4	2	0				
H1-6	1	0				
H1-7	1	0				
H19	206	1				
H2AX	110	0				
H3-4	2	0				
H3C8	1	0				
H6PD	11	0				
HAAO	10	5				
HABP2	3	0				
HABP4	1	0				
HACD1	7	0				
HACD3	2	0				
HACE1	111	1				
HACL1	13	4				
HADH	14	0				
HADHA	8	0				
HADHB	7	4				
HAGH	1	0				
HAL	130	253	x	hemagluttanen-like is viral protein.	x	
HAMP	57	11	x		x	
HAND1	10	6				
HAND2	5	2				
HAO1	3	0				
HAO2	2	0				
HAP1	125	17				
HAPLN1	23	0				
HAPLN2	6	0				
HARS2	2	0				
HAS1	10	1				
HAS2	61	6				
HAS2-AS1	1	0				
HAS3	32	0				
HAT1	5	6				
HAVCR1	30	3				
HAVCR2	14	0				
HAX1	13	1				
HBA1	6	30				
HBA2	5	6				
HBB	111	8			x	
HBD	289	24	x	hydrogen bond donor	x	
HBE1	8	0				
HBEGF	37	4				
HBG1	2	0				
HBG2	3	0				
HBM	289	11	x	Health Belief Model	x	
HBP1	36	4				
HBQ1	1	0				
HBS1L	1	0				
HBZ	262	8			x	
HCAR2	1	0				
HCAR3	1	0				
HCCS	2	514			x	
HCFC2	1	0				
HCG4	1	0				
HCK	96	55		messh		
HCLS1	6	0				
HCN1	17	0				
HCN2	29	2				
HCN3	26	0				
HCN4	23	1				
HCP5	12	0				
HCRT	9	2			x	
HCRTR1	0	2				
HCRTR2	0	4				
HCST	36	1	x		x	
HDAC1	254	1				
HDAC10	24	1				
HDAC11	47	0				
HDAC2	219	9				
HDAC3	97	1				
HDAC4	83	0				
HDAC5	101	1				
HDAC6	255	13				
HDAC7	29	2				
HDAC8	43	0				
HDAC9	39	1				
HDC	418	23	x	High Dose Chemotherapy	x	
HDDC3	1	0				
HDGF	8	0				
HDHD3	0	3				
HDX	86	15	x		x	
HEATR3	1	0				
HEATR9	2	0				
HEBP2	1	0				
HECA	1	3			x	
HECTD1	5	1				
HEG1	2	0				
HEIH	2	0				
HELB	2	5			x	
HELLS	5	4			x	
HELT	1	5			x	
HELZ	0	1			x	
HELZ2	2	0				
HEPACAM	0	9				
HEPACAM2	3	0				
HEPHL1	1	0				
HERC1	1	0				
HERC2	12	0				
HERC2P3	1	0				
HERC3	7	0				
HERC4	8	6				
HERC5	256	149				
HERC6	25	11				
HERPUD1	13	4				
HES1	39	67				
HES2	4	3				
HES3	1	3				
HES4	2	0				
HES5	7	51				
HES6	1	1				
HESX1	1	0				
HEXA	24	36				
HEXB	11	12				
HEXIM1	18	0				
HEY1	21	24				
HEY2	13	1				
HEYL	2	10				
HFE	245	25			/	Hfe
HGD	126	5	x	High Grade Dysplasia	x	
HGF	1104	5				
HGS	235	46	x		x	
HHAT	0	1				
HHEX	6	0				
HHIP	14	1		mesy		
HHLA2	1	0				
HIBCH	9	0				
HIC1	10	0				
HIC2	1	0				
HID1	6	0				
HIF1A	55	73				
HIF1AN	2	2				
HIF3A	8	3				
HIKESHI	0	1			x	
HILPDA	1	0				
HINFP	1	0				
HINT1	19	9				
HINT2	2	16				
HINT3	1	0				
HIP1	3	1				
HIP1R	11	0				
HIPK1	1	0				
HIPK2	14	1				
HIPK3	2	1				
HIRA	139	11	x	Health Insurance Review and Assessment Service	x	
HIRIP3	2	0				
HIVEP1	14	0				
HIVEP2	2	0				
HIVEP3	1	0				
HJV	29	0	x	Highlands J Virus		
HK1	55	2				
HK2	108	67				
HK3	15	4				
HKDC1	3	0				
HLA-A	1053	1				
HLA-B	562	1				
HLA-C	577	1				
HLA-DMA	9	0				
HLA-DMB	18	0				
HLA-DOA	8	0				
HLA-DOB	12	0				
HLA-DPA1	32	0				
HLA-DPB1	213	0				
HLA-DQA1	43	0				
HLA-DQA2	4	0				
HLA-DQB1	68	0				
HLA-DQB2	3	0				
HLA-DRA	66	6				
HLA-DRB1	354	0				
HLA-DRB3	15	0				
HLA-DRB4	8	0				
HLA-DRB5	8	0				
HLA-DRB6	1	0				
HLA-DRB7	1	0				
HLA-E	235	0				
HLA-F	17	0				
HLA-F-AS1	1	0				
HLA-G	441	1				
HLA-H	1	0				
HLA-L	2	0				
HLCS	0	64			x	
HLF	99	128	x	Human Lung Fibroblasts	x	
HLTF	20	0				
HLX	1	0	x	X\-linked Hypophosphatemia		
HM13	3	0				
HMBOX1	2	0				
HMBS	137	4			x	
HMCES	13	0				
HMCN1	2	0				
HMG20A	3	0				
HMGA1	57	2				
HMGA2	58	5				
HMGB1	2788	7				
HMGB2	24	0				
HMGB3	9	3				
HMGCL	4	0				
HMGCR	93	1				
HMGCS1	10	1				
HMGCS2	2	0				
HMGN1	2	0				
HMGN2	5	0				
HMGN3	3	0				
HMGN5	6	0				
HMMR	5	0		messy		
HMOX1	67	15				
HMOX2	5	0				
HMSD	2	0	x	heterozygous matched sibling donor		
HMX1	2	0				
HNF1A	30	7				
HNF1B	87	15				
HNF4A	20	57				
HNMT	16	0				
HNRNPA0	6	0				
HNRNPA1	28	151				
HNRNPA1P9	1	0				
HNRNPA2B1	7	6				
HNRNPA3	2	2				
HNRNPAB	2	1				
HNRNPC	4	14				
HNRNPCL1	1	0				
HNRNPD	1	6				
HNRNPF	0	8				
HNRNPH1	4	14				
HNRNPH2	2	0				
HNRNPH3	6	0				
HNRNPK	5	15				
HNRNPL	3	23				
HNRNPM	5	0				
HNRNPU	7	18				
HNRNPUL1	0	1				
HNRNPUL2	1	0				
HOMER1	0	1				
HOMER2	1	11				
HOOK1	4	0				
HOOK2	4	0				
HOPX	12	16				
HORMAD1	1	0				
HORMAD2	1	0				
HOTAIR	118	0				
HOTAIRM1	9	0				
HOTTIP	5	1				
HOXA1	5	2				
HOXA10	138	13				
HOXA11	24	10				
HOXA13	13	14				
HOXA2	1	4				
HOXA3	1	0				
HOXA4	4	0				
HOXA5	4	3				
HOXA7	14	4				
HOXA9	10	2				
HOXB-AS3	1	0				
HOXB13	12	0				
HOXB3	1	0				
HOXB4	20	3				
HOXB5	1	3				
HOXB7	1	8				
HOXB8	2	5				
HOXB9	1	0				
HOXC10	3	0				
HOXC11	1	0				
HOXC13	4	0				
HOXC4	2	1				
HOXC5	7	0				
HOXC6	5	1				
HOXC8	0	12				
HOXC9	2	3				
HOXD11	0	1				
HOXD13	1	10				
HOXD4	2	1				
HOXD8	2	3				
HOXD9	0	1				
HP	585	195	x	nope		messy
HP1BP3	3	0				
HPCA	4	0	x			
HPCAL1	2	0				
HPD	719	21	x	highest probability density	x	
HPDL	1	19			x	
HPF1	1	0				
HPGD	2	3				
HPGDS	14	1				
HPN	102	20	x	calf nutrition?		
HPR	151	29	x	messy; high platelet reactivity		
HPRT1	170	40				
HPS1	4	16				
HPS3	1	0				
HPS4	27	0				
HPS5	2	0				
HPS6	1	0				
HPSE	336	2				
HPSE2	1	0				
HPX	67	2	x	hypoxia		
HR	5749	690	x	heart rate; hazard ratio; etc	x	
HRAS	40	39			x	
HRC	631	21			x	
HRG	73	1	x	High Risk Group		
HRH1	3	3				
HRH3	0	4				
HRK	11	14				
HROB	1	0	x			
HS1BP3	2	0				
HS2ST1	2	0				
HS3ST1	2	0				
HS3ST3A1	1	0				
HS3ST3B1	1	1				
HS3ST6	1	0				
HS6ST1	4	0				
HS6ST2	2	0				
HS6ST3	3	0				
HSBP1	2	1				
HSCB	3	8				
HSD11B1	89	4				
HSD11B2	11	1				
HSD17B1	4	0				
HSD17B10	14	0				
HSD17B11	1	0				
HSD17B14	2	0				
HSD17B2	9	2				
HSD17B3	0	1				
HSD17B4	5	2				
HSD17B7	0	4				
HSD17B8	1	0				
HSD3B1	2	9				
HSD3B2	3	0				
HSD3B7	4	0				
HSDL2	4	0				
HSF1	111	10				
HSH2D	1	0				
HSP90AA1	57	3				
HSP90AB1	31	5				
HSP90B1	33	4				
HSPA13	1	0				
HSPA1A	38	4				
HSPA1B	45	1				
HSPA1L	23	1				
HSPA2	35	0				
HSPA4	14	10				
HSPA5	195	7				
HSPA6	12	0				
HSPA7	2	0				
HSPA8	107	4				
HSPA9	9	2				
HSPB1	105	9				
HSPB11	1	0				
HSPB6	0	1				
HSPB7	1	0				
HSPB8	30	10				
HSPBP1	2	11				
HSPD1	39	3				
HSPE1	4	4				
HSPG2	19	0				
HSPH1	3	9				
HTATIP2	1	6				
HTN1	3	1				
HTN3	3	1				
HTR1A	7	2				
HTR1B	1	4				
HTR1D	0	1				
HTR2A	39	4				
HTR2B	3	4				
HTR2C	1	2				
HTR3A	9	0				
HTR3B	5	0				
HTR3C	2	0				
HTR3D	1	0				
HTR3E	5	0				
HTR4	1	0				
HTR5A	1	0				
HTR7	1	1				
HTRA1	1	51				
HTRA2	9	21				
HTRA3	0	27				
HTRA4	3	6				
HTT	226	93	x			
HULC	21	0				
HUNK	0	1			x	
HUS1	0	2				
HUWE1	16	1				
HVCN1	39	0				
HYAL1	3	1				
HYAL2	1	35				
HYAL4	1	0				
HYDIN	1	2				
HYI	1	1			x	
HYOU1	14	2				
HYPK	12	0				
Homo sapiens	2	0				
IAH1	4	0				
IAPP	194	8			x	
IBSP	16	0	x	Integrated blood shortage plan		
ICAM1	315	12				
ICAM2	9	1				
ICAM3	83	0				
ICAM4	4	0				
ICAM5	4	0				
ICMT	1	3				
ICOS	555	19			x	
ICOSLG	5	1			x	
ID1	45	39				
ID2	85	49				
ID3	45	27				
ID4	24	1				
IDE	456	90		messy but ok	x	
IDH1	141	4				
IDH2	87	0				
IDH3A	1	1				
IDH3B	1	0				
IDH3G	1	0				
IDI1	13	0				
IDO1	261	13				
IDO2	19	2				
IDS	247	1338	x	acronyms	x	
IDUA	29	5			x	
IER3	13	0				
IER5	0	3				
IFI16	528	3				
IFI27	110	17				
IFI27L1	2	1				
IFI27L2	16	0				
IFI30	8	2				
IFI35	28	3				
IFI44	279	1				
IFI44L	62	2				
IFI6	223	0				
IFIH1	258	47				
IFIT1	1742	364				
IFIT1B	201	7				
IFIT2	691	193				
IFIT3	524	50				
IFIT5	323	1				
IFITM1	2788	59				
IFITM10	137	5				
IFITM2	811	43				
IFITM3	6243	254				
IFITM4P	4	2				
IFITM5	310	27				
IFNA1	32	58				
IFNA10	3	0				
IFNA13	4	0				
IFNA14	3	0				
IFNA16	5	0				
IFNA17	8	1				
IFNA2	13	19				
IFNA21	4	0				
IFNA4	6	31				
IFNA5	22	6				
IFNA6	4	6				
IFNA7	5	0				
IFNA8	9	0				
IFNAR1	852	211				
IFNAR2	364	25				
IFNB1	255	53				
IFNE	12	0				
IFNG	427	900				
IFNG-AS1	10	0				
IFNGR1	126	15				
IFNGR2	97	5				
IFNK	15	1				
IFNL1	122	6				
IFNL2	66	12				
IFNL3	487	13				
IFNL3P1	1	0				
IFNL4	568	1				
IFNL4P1	5	0				
IFNLR1	304	189				
IFNR	53	11				
IFNW1	4	1				
IFRD1	46	3				
IFT140	2	0				
IFT20	19	0				
IFT81	1	0				
IFT88	1	13				
IGF1	352	26				
IGF1R	120	3				
IGF2	159	55				
IGF2BP1	12	1				
IGF2BP2	8	1				
IGF2BP3	18	0				
IGF2R	20	21				
IGFALS	3	1				
IGFBP1	61	2				
IGFBP2	61	3				
IGFBP3	103	0				
IGFBP4	9	1				
IGFBP5	27	9				
IGFBP6	5	0				
IGFBP7	39	1				
IGFBPL1	1	0				
IGFN1	2	0				
IGH	196	345				
IGHA1	15	1				
IGHA2	7	0				
IGHD	79	3				
IGHD1-7	1	0				
IGHD2-15	1	0				
IGHD3-10	2	0				
IGHD3-16	1	0				
IGHE	12	0				
IGHG1	22	0				
IGHG2	8	0				
IGHG3	9	3				
IGHG4	3	0				
IGHJ1	2	0				
IGHJ2	2	0				
IGHJ3	4	1				
IGHJ4	10	0				
IGHJ5	2	1				
IGHJ6	9	0				
IGHM	78	7				
IGHMBP2	7	4				
IGHV1-12	0	5				
IGHV1-14	0	8				
IGHV1-18	3	0				
IGHV1-2	21	0				
IGHV1-3	1	0				
IGHV1-46	1	0				
IGHV1-69	128	0				
IGHV1-8	18	1				
IGHV2-26	1	0				
IGHV2-70	1	0				
IGHV3-15	6	0				
IGHV3-21	12	0				
IGHV3-23	8	0				
IGHV3-30	37	0				
IGHV3-30-3	1	0				
IGHV3-33	2	0				
IGHV3-49	1	0				
IGHV3-53	41	0				
IGHV3-64D	1	0				
IGHV3-66	6	0				
IGHV3-7	7	0				
IGHV3-74	3	0				
IGHV3-9	2	0				
IGHV4-31	1	0				
IGHV4-34	34	0				
IGHV4-59	1	0				
IGHV4-61	1	0				
IGHV5-51	2	0				
IGHV6-1	4	0				
IGIP	2	0				
IGK	130	41				
IGKC	30	3				
IGKJ1	1	1				
IGKJ2	5	2				
IGKJ3	1	0				
IGKJ4	0	1				
IGKJ5	4	1				
IGKV1-13	1	0				
IGKV1-17	9	0				
IGKV1-33	2	0				
IGKV1-37	1	0				
IGKV1-39	1	0				
IGKV1-5	4	0				
IGKV1-6	2	0				
IGKV1-8	6	0				
IGKV1-9	5	1				
IGKV1D-13	9	0				
IGKV1D-37	1	0				
IGKV1D-39	1	0				
IGKV1D-8	1	0				
IGKV2-10	0	3				
IGKV2-28	2	0				
IGKV2-29	1	0				
IGKV2-40	4	0				
IGKV2D-29	2	0				
IGKV2D-40	1	0				
IGKV3-11	9	0				
IGKV3-15	2	0				
IGKV3-20	11	0				
IGKV3D-11	1	0				
IGKV3D-20	1	0				
IGKV3D-7	1	0				
IGKV4-1	6	0				
IGKV5-2	3	0				
IGKV6-21	1	0				
IGKV7-3	1	0				
IGL	144	123			x	
IGLC1	1	0				
IGLC2	3	0				
IGLC7	3	0				
IGLJ1	1	0				
IGLJ2	0	5				
IGLJ3	0	4				
IGLL1	8	0				
IGLL5	7	0				
IGLON5	0	4				
IGLV1-40	2	0				
IGLV1-44	2	0				
IGLV1-47	20	0				
IGLV1-50	2	0				
IGLV1-51	1	0				
IGLV11-55	1	0				
IGLV2-11	1	0				
IGLV2-34	6	0				
IGLV2-8	2	0				
IGLV3-21	2	0				
IGLV3-27	2	0				
IGLV3-4	0	6				
IGLV3-6	0	2				
IGLV4-69	2	0				
IGLV5-39	1	0				
IGLV5-45	1	0				
IGLV5-48	4	0				
IGLV6-57	1	0				
IGLV7-35	2	0				
IGLV7-43	1	0				
IGLV8-61	4	0				
IGSF1	2	0				
IGSF21	1	0				
IGSF23	1	0				
IGSF3	2	0				
IGSF6	2	0				
IGSF8	4	0				
IGSF9B	3	0				
IHH	71	11		immortalized human hepatocytes; idiopathic hypogonadotropic hypogonadism		
IK	22	32	x		x	
IKBKB	190	0				
IKBKE	15	5				
IKBKG	41	1				
IKBKGP1	1	0				
IKZF1	76	5				
IKZF2	5	0				
IKZF3	16	0				
IKZF4	2	1				
IKZF5	2	0				
IL10	1129	124				
IL10RA	23	9				
IL10RB	55	7				
IL11	38	1				
IL11RA	1	0				
IL12A	34	27				
IL12B	44	36				
IL12RB1	38	6				
IL12RB2	16	39				
IL13	217	8				
IL13RA1	7	0				
IL13RA2	4	1				
IL15	122	12				
IL15RA	6	3				
IL16	41	3				
IL17A	107	41				
IL17B	1	1				
IL17C	7	1				
IL17D	6	2				
IL17F	26	5				
IL17RA	38	2				
IL17RB	2	2				
IL17RC	16	1				
IL17RD	1	0				
IL17RE	1	0				
IL17REL	1	0				
IL18	196	4				
IL18BP	59	0				
IL18R1	18	3				
IL18RAP	10	0				
IL19	9	1				
IL1A	109	21				
IL1B	300	165				
IL1F10	3	0				
IL1R1	51	22				
IL1R2	35	2				
IL1RAP	50	2				
IL1RAPL1	1	1				
IL1RL1	52	1				
IL1RL2	2	1				
IL1RN	70	10				
IL2	808	19				
IL20	6	0				
IL20RA	2	1				
IL20RB	4	0				
IL21	45	12				
IL21R	14	0				
IL22	51	5				
IL22RA1	13	2				
IL22RA2	1	13				
IL23A	11	11				
IL23R	30	1				
IL24	7	1				
IL25	19	4				
IL26	8	0				
IL27	13	2				
IL27RA	3	10				
IL2RA	55	26				
IL2RB	26	6				
IL2RG	86	33				
IL3	55	4				
IL31	4	0				
IL31RA	1	0				
IL32	18	0				
IL33	100	7				
IL34	3	0				
IL36A	5	0				
IL36B	4	1				
IL36G	7	0				
IL36RN	29	0				
IL37	3	0				
IL3RA	5	0				
IL4	606	24				
IL4I1	13	0				
IL4R	45	0				
IL5	167	7				
IL5RA	6	3				
IL6	2213	148				
IL6R	80	5				
IL6ST	33	2				
IL7	177	7				
IL7R	78	1				
IL9	35	2				
IL9R	5	0				
ILDR1	1	2				
ILF2	19	0				
ILF3	38	0				
ILK	129	40			x	
ILKAP	2	0				
IMMP2L	0	1				
IMMT	4	1			x	
IMP3	3	0				
IMPACT	538	99164	x	The word; also multple acroyms	x	
IMPDH1	9	0				
IMPDH2	25	1				
IMPG2	1	0				
INA	146	105	x		x	
INCA1	4	0				
INCENP	1	0				
INF2	5	0				
ING1	7	1				
ING2	10	1				
ING4	6	1				
ING5	7	0				
INHA	16	96	x			
INHBA	15	0				
INHBA-AS1	1	0				
INHBB	1	0				
INHBE	3	0				
INMT	1	0				
INO80	11	0				
INPP1	3	0				
INPP4B	3	0				
INPP5A	1	0				
INPP5B	1	0				
INPP5D	2	5				
INPP5E	5	0				
INPPL1	3	3				
INS	396	1351		Pretty messy	x	
INSC	0	128			x	
INSIG1	15	1				
INSIG2	2	3				
INSL3	42	7				
INSL4	2	0				
INSL5	10	1				
INSM1	22	3				
INSR	30	29				
INTS10	3	0				
INTS5	1	0				
INTS6	1	0				
INTS9	1	0				
INTU	0	2			x	
INVS	20	72			x	
IP6K3	2	0				
IPCEF1	1	0				
IPMK	3	0				
IPO13	5	1				
IPO4	4	0				
IPO5	15	0				
IPO7	7	0				
IPO8	11	0				
IPP	279	4	x	Isopentenyl pyrophosphate; ileal Peyer patch	x	
IPPK	1	0				
IPW	73	2	x	Inverse Probability Weighting	x	
IQCC	1	0				
IQGAP1	91	0				
IQGAP3	2	0				
IQSEC2	3	0				
IRAK1	325	14				
IRAK1BP1	1	0				
IRAK2	79	0				
IRAK3	17	1				
IRAK4	144	2				
IREB2	2	0				
IRF1	968	52				
IRF2	65	4				
IRF2BP1	1	0				
IRF2BP2	10	1				
IRF3	5406	67				
IRF4	226	25				
IRF5	211	12				
IRF6	15	0				
IRF7	2088	130				
IRF8	201	52				
IRF9	747	21				
IRGC	111	0	x	Islamic Revolutionary Guard Corps; International Risk Governance Council		
IRGM	123	7				
IRS1	110	2				
IRS2	38	0				
IRS4	2	0				
IRX1	1	2				
IRX2	0	2				
IRX3	5	2				
IRX5	3	6				
IRX6	1	1				
ISCA1	1	0				
ISCU	2	89				
ISG15	5404	51				
ISG20	815	9				
ISG20L2	33	0				
ISL1	14	4				
ISL2	11	0				
ISM2	0	1				
IST1	6	3				
